Wall time,Step,Value
1657730103.358857,0,0.3527631461620331
1657730209.258692,1,0.7871052622795105
1657730314.1919,2,0.887499988079071
1657730426.732256,3,0.9332894682884216
1657730528.828853,4,0.9574123024940491
1657730643.220861,5,0.9725877046585083
1657730746.976578,6,0.981491208076477
1657730860.54762,7,0.9866228103637695
1657730963.437738,8,0.991622805595398
