Wall time,Step,Value
1657730103.357971,0,2.5722813606262207
1657730209.257824,1,0.7620210647583008
1657730314.191033,2,0.38993147015571594
1657730426.729785,3,0.22475560009479523
1657730528.827998,4,0.14163804054260254
1657730643.219966,5,0.09483560919761658
1657730746.975558,6,0.06483690440654755
1657730860.546599,7,0.04828372970223427
1657730963.436806,8,0.0326838493347168
